11 10 12 0 0 0 0 0 0 0 0 0 23 23 23 23 23 23 23 23 
14 10 13 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 23 
0 0 0 0 0 0 0 0 0 0 0 0 23 0 22 0 0 0 0 23 
0 0 0 0 0 0 0 0 0 0 0 0 23 0 10 0 0 0 0 23 
0 16 10 15 0 0 0 0 0 0 0 0 23 0 20 0 0 0 0 23 
0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 8 0 23 
0 0 0 23 9 23 0 0 0 0 0 0 23 0 0 0 0 0 0 23 
0 0 0 23 9 23 0 0 0 0 0 0 23 23 23 23 23 23 23 23 
0 23 23 23 9 23 23 23 0 0 0 0 0 0 0 0 0 0 0 0 
0 23 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 
0 23 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0
256
640
